70,57,8837,2001-12-07T05:43:44,169.75
71,57,3597,2001-12-08T03:32:49,189.51
72,57,959,2001-12-09T01:21:55,209.26
73,57,4655,2001-12-09T23:11:00,229.02
74,57,4466,2001-12-10T21:00:06,248.77
75,57,11229,2001-12-11T18:49:11,268.52
76,57,6490,2001-12-12T16:38:17,288.28
77,57,8210,2001-12-13T14:27:22,308.03
78,60,6065,2001-12-08T09:41:46,7.75
79,60,241,2001-12-10T09:41:46,10.50
80,62,8590,2001-12-07T20:31:33,13.25
81,62,6504,2001-12-09T06:48:42,17.50
82,62,13148,2001-12-10T17:05:50,21.75
83,62,7297,2001-12-12T03:22:59,26.00
84,67,471,2001-12-06T17:59:55,5.64
85,67,3396,2001-12-07T00:43:07,8.28
86,67,10167,2001-12-07T07:26:19,10.92
87,67,10599,2001-12-07T14:09:31,13.56
88,67,10110,2001-12-07T20:52:43,16.20
89,67,10237,2001-12-08T03:35:55,18.85
90,67,8420,2001-12-08T10:19:07,21.49
91,67,5778,2001-12-08T17:02:19,24.13
92,67,4236,2001-12-08T23:45:31,26.77
93,67,1896,2001-12-09T06:28:43,29.41
94,67,1123,2001-12-09T13:11:55,32.05
95,67,11153,2001-12-09T19:55:07,34.69
96,67,3464,2001-12-10T02:38:19,37.33
97,67,5691,2001-12-10T09:21:31,39.97
98,67,8657,2001-12-10T16:04:43,42.61
99,67,9527,2001-12-10T22:47:55,45.25
100,67,1787,2001-12-11T05:31:07,47.90
101,67,836,2001-12-11T12:14:19,50.54
102,67,10229,2001-12-11T18:57:31,53.18
103,67,12385,2001-12-12T01:40:43,55.82
104,67,1661,2001-12-12T08:23:55,58.46
105,67,1910,2001-12-12T15:07:07,61.10
106,70,8674,2001-12-08T06:14:05,45.00
107,71,10302,2001-12-07T16:17:44,15.58
108,71,3454,2001-12-08T20:17:44,16.17
109,71,13081,2001-12-10T00:17:44,16.75
110,76,5440,2001-12-08T07:53:56,12.95
111,78,12654,2001-12-09T02:03:03,7.50
112,82,1961,2001-12-08T14:40:52,9.27
113,82,2191,2001-12-10T14:40:52,9.60
114,85,6166,2001-12-09T03:24:56,9.99
115,86,8703,2001-12-08T09:26:31,8.99
116,89,7790,2001-12-08T09:48:31,1.00
117,90,11721,2001-12-08T16:13:07,34.00
118,90,5500,2001-12-10T16:13:07,46.00
119,93,4180,2001-12-07T05:34:28,13.09
120,93,8262,2001-12-07T18:29:51,16.19
121,93,10247,2001-12-08T07:25:14,19.29
122,93,5064,2001-12-08T20:20:37,22.39
123,93,10864,2001-12-09T09:16:00,25.49
124,93,9330,2001-12-09T22:11:23,28.60
125,93,9752,2001-12-10T11:06:46,31.70
126,93,12251,2001-12-11T00:02:09,34.80
127,93,8141,2001-12-11T12:57:32,37.90
128,93,2745,2001-12-12T01:52:55,41.00
129,94,8303,2001-12-07T16:41:14,17.00
130,94,951,2001-12-08T16:41:14,24.00
131,94,6298,2001-12-09T16:41:14,31.00
132,94,8590,2001-12-10T16:41:14,38.00
133,94,7401,2001-12-11T16:41:14,45.00
134,94,9316,2001-12-12T16:41:14,52.00
135,94,1582,2001-12-13T16:41:14,59.00
136,96,4452,2001-12-08T10:44:57,7.50
137,98,11997,2001-12-08T02:27:04,152.00
138,98,3013,2001-12-09T12:03:04,154.01
139,101,11428,2001-12-08T03:20:38,1.00
140,101,3507,2001-12-09T13:37:47,1.75
141,101,11444,2001-12-10T23:54:55,2.50
142,101,10092,2001-12-12T10:12:04,3.25
143,102,8439,2001-12-08T02:41:23,2.62
144,102,5685,2001-12-09T12:17:23,2.75
145,104,7571,2001-12-07T23:07:38,3.90
146,104,13389,2001-12-09T05:07:38,6.80
147,104,13322,2001-12-10T11:07:38,9.70
148,104,7118,2001-12-11T17:07:38,12.60
149,104,11978,2001-12-12T23:07:38,15.50
150,106,3421,2001-12-07T21:30:37,21.99
151,106,8675,2001-12-09T01:30:37,24.00
152,106,12886,2001-12-10T05:30:37,26.00
153,107,8695,2001-12-07T20:11:10,12.04
154,107,5813,2001-12-08T22:51:10,14.08
155,107,6305,2001-12-10T01:31:10,16.12
156,107,5895,2001-12-11T04:11:10,18.17
157,107,6697,2001-12-12T06:51:10,20.22
158,107,2944,2001-12-13T09:31:10,22.26
159,108,9205,2001-12-09T05:36:18,5.99
160,112,11390,2001-12-07T21:52:58,20.50
161,112,11892,2001-12-09T01:52:58,21.00
162,112,138,2001-12-10T05:52:58,21.50
163,113,6337,2001-12-09T06:06:06,24.99
164,115,7807,2001-12-08T04:27:50,5.46
165,115,9625,2001-12-09T14:44:59,5.98
166,115,13330,2001-12-11T01:02:07,6.49
167,115,858,2001-12-12T11:19:16,7.00
168,117,9881,2001-12-09T06:15:11,2.99
169,119,13075,2001-12-08T10:36:50,8.60
170,119,9126,2001-12-10T02:36:50,12.22
171,119,7716,2001-12-11T18:36:50,15.83
172,126,5107,2001-12-07T16:50:17,17.62
173,126,11150,2001-12-08T14:39:22,25.24
174,126,7376,2001-12-09T12:28:28,32.87
175,126,6993,2001-12-10T10:17:33,40.50
176,126,12594,2001-12-11T08:06:39,48.12
177,126,9342,2001-12-12T05:55:44,55.75
178,126,13237,2001-12-13T03:44:50,63.37
179,126,8988,2001-12-14T01:33:55,71.00
180,127,5195,2001-12-08T18:55:21,11.25
181,127,40,2001-12-10T18:55:21,12.50
182,129,12939,2001-12-09T07:08:13,150.00
183,133,4020,2001-12-09T07:31:38,4.95
184,138,771,2001-12-09T07:41:43,1.99
185,142,12529,2001-12-07T22:35:43,22.67
186,142,314,2001-12-09T01:15:43,25.33
187,142,7047,2001-12-10T03:55:43,28.00
188,142,3447,2001-12-11T06:35:43,30.67
189,142,8822,2001-12-12T09:15:43,33.33
190,142,6238,2001-12-13T11:55:43,36.00
191,143,8492,2001-12-08T05:34:04,4.00
192,145,796,2001-12-09T08:02:19,3.00
193,149,5902,2001-12-07T08:10:50,12.90
194,149,5370,2001-12-07T20:10:50,15.81
195,149,9681,2001-12-08T08:10:50,18.72
196,149,3679,2001-12-08T20:10:50,21.63
197,149,948,2001-12-09T08:10:50,24.54
198,149,363,2001-12-09T20:10:50,27.45
199,149,2255,2001-12-10T08:10:50,30.36
200,149,8958,2001-12-10T20:10:50,33.27
201,149,11929,2001-12-11T08:10:50,36.18
202,149,2813,2001-12-11T20:10:50,39.09
203,149,4245,2001-12-12T08:10:50,42.00
204,155,3633,2001-12-07T09:23:26,3.40
205,155,1214,2001-12-07T22:18:49,5.80
206,155,9952,2001-12-08T11:14:12,8.20
207,155,2770,2001-12-09T00:09:35,10.60
208,155,2558,2001-12-09T13:04:58,13.00
209,155,5680,2001-12-10T02:00:21,15.40
210,155,10949,2001-12-10T14:55:44,17.80
211,155,2445,2001-12-11T03:51:07,20.20
212,155,11028,2001-12-11T16:46:30,22.60
213,155,8220,2001-12-12T05:41:53,25.00
214,164,13333,2001-12-08T22:24:07,15.00
215,165,10989,2001-12-08T22:50:01,19.95
216,166,13164,2001-12-08T22:58:33,55.99
217,169,8721,2001-12-08T01:13:31,2.00
218,169,3874,2001-12-08T19:53:31,3.01
219,169,485,2001-12-09T14:33:31,4.01
220,169,11540,2001-12-10T09:13:31,5.01
221,169,4478,2001-12-11T03:53:31,6.02
222,169,1124,2001-12-11T22:33:31,7.02
223,174,7674,2001-12-09T01:37:50,5.00
224,178,6737,2001-12-07T20:52:56,8.15
225,178,10625,2001-12-08T08:52:56,15.29
226,178,5708,2001-12-08T20:52:56,22.44
227,178,1011,2001-12-09T08:52:56,29.59
228,178,13415,2001-12-09T20:52:56,36.74
229,178,3127,2001-12-10T08:52:56,43.88
230,178,13005,2001-12-10T20:52:56,51.03
231,178,7449,2001-12-11T08:52:56,58.18
232,178,8559,2001-12-11T20:52:56,65.32
233,178,3881,2001-12-12T08:52:56,72.47
234,178,2846,2001-12-12T20:52:56,79.62
235,178,5069,2001-12-13T08:52:56,86.76
236,178,1329,2001-12-13T20:52:56,93.91
237,178,2487,2001-12-14T08:52:56,101.06
238,178,4393,2001-12-14T20:52:56,108.21
239,178,9112,2001-12-15T08:52:56,115.35
240,178,3033,2001-12-15T20:52:56,122.50
241,184,6498,2001-12-09T22:06:26,8.00
242,186,5639,2001-12-09T04:09:16,245.00
243,187,11904,2001-12-09T04:25:18,12.00
244,188,11931,2001-12-09T18:30:10,9.00
245,189,3428,2001-12-07T20:24:05,57.31
246,189,4671,2001-12-08T06:17:01,64.63
247,189,6594,2001-12-08T16:09:58,71.96
248,189,9509,2001-12-09T02:02:54,79.28
249,189,10199,2001-12-09T11:55:51,86.60
250,189,239,2001-12-09T21:48:47,93.92
251,189,2455,2001-12-10T07:41:44,101.24
252,189,9433,2001-12-10T17:34:40,108.57
253,189,13336,2001-12-11T03:27:37,115.89
254,189,4506,2001-12-11T13:20:33,123.21
255,189,11291,2001-12-11T23:13:30,130.53
256,189,7627,2001-12-12T09:06:26,137.86
257,189,13418,2001-12-12T18:59:23,145.18
258,189,855,2001-12-13T04:52:19,152.50
259,191,3597,2001-12-09T22:58:28,9.95
260,193,12965,2001-12-09T12:00:14,1.99
261,194,6590,2001-12-08T21:37:36,10.24
262,194,7504,2001-12-10T07:13:36,10.49
263,196,6658,2001-12-09T06:16:26,2.99
264,197,1907,2001-12-08T18:33:23,40.00
265,201,12894,2001-12-10T00:41:41,1.99
266,202,2970,2001-12-09T06:42:53,5.00
267,204,9721,2001-12-10T00:52:34,1.00
268,211,5647,2001-12-09T07:21:04,5.00
269,219,4511,2001-12-10T02:01:11,32.95
270,222,1921,2001-12-09T08:18:33,275.00
271,224,6553,2001-12-08T18:25:06,6.83
272,224,12910,2001-12-09T22:25:06,12.67
273,224,3245,2001-12-11T02:25:06,18.50
274,227,9589,2001-12-08T05:58:04,29.38
275,227,1202,2001-12-08T21:14:26,33.75
276,227,7277,2001-12-09T12:30:48,38.12
277,227,1367,2001-12-10T03:47:10,42.50
278,227,6399,2001-12-10T19:03:32,46.88
279,227,4690,2001-12-11T10:19:53,51.25
280,227,13139,2001-12-12T01:36:15,55.62
281,227,13179,2001-12-12T16:52:37,60.00
282,232,7560,2001-12-08T19:32:01,11.16
283,232,4054,2001-12-09T23:32:01,12.32
284,232,12160,2001-12-11T03:32:01,13.49
285,235,11651,2001-12-10T03:38:24,4.99
286,241,6974,2001-12-09T09:55:03,1.49
287,244,2040,2001-12-08T20:04:06,7.50
288,244,903,2001-12-10T00:04:06,9.01
289,244,8568,2001-12-11T04:04:06,10.51
290,247,6422,2001-12-08T20:17:50,5.67
291,247,124,2001-12-10T00:17:50,6.33
292,247,5907,2001-12-11T04:17:50,7.00
293,258,7182,2001-12-09T02:47:00,1.12
294,258,4580,2001-12-10T12:23:00,1.25
295,263,110,2001-12-08T00:21:56,18.87
296,263,3236,2001-12-08T07:25:28,36.74
297,263,10697,2001-12-08T14:29:00,54.61
298,263,5513,2001-12-08T21:32:32,72.49
299,263,6611,2001-12-09T04:36:03,90.36
300,263,10754,2001-12-09T11:39:35,108.23
301,263,6227,2001-12-09T18:43:07,126.10
302,263,3621,2001-12-10T01:46:39,143.97
303,263,1829,2001-12-10T08:50:10,161.84
304,263,5477,2001-12-10T15:53:42,179.72
305,263,3387,2001-12-10T22:57:14,197.59
306,263,4478,2001-12-11T06:00:46,215.46
307,263,1172,2001-12-11T13:04:17,233.33
308,263,1590,2001-12-11T20:07:49,251.20
309,263,5855,2001-12-12T03:11:21,269.07
310,263,1743,2001-12-12T10:14:53,286.95
311,263,2227,2001-12-12T17:18:25,304.82
312,263,10962,2001-12-13T00:21:56,322.69
313,263,7485,2001-12-13T07:25:28,340.56
314,263,2171,2001-12-13T14:29:00,358.43
315,263,6063,2001-12-13T21:32:32,376.30
316,263,7350,2001-12-14T04:36:03,394.18
317,263,1214,2001-12-14T11:39:35,412.05
318,263,4383,2001-12-14T18:43:07,429.92
319,263,11089,2001-12-15T01:46:39,447.79
320,263,5431,2001-12-15T08:50:10,465.66
321,263,10524,2001-12-15T15:53:42,483.53
322,263,4053,2001-12-15T22:57:14,501.41
323,263,3132,2001-12-16T06:00:46,519.28
324,263,12696,2001-12-16T13:04:17,537.15
325,263,3956,2001-12-16T20:07:49,555.02
326,269,6201,2001-12-10T05:24:46,6.99
327,271,10776,2001-12-09T17:37:51,1.12
328,271,12704,2001-12-11T17:37:51,1.25
329,274,6242,2001-12-09T03:21:44,2.62
330,274,6645,2001-12-10T12:57:44,4.25
331,275,6528,2001-12-09T11:50:01,9.99
332,278,10935,2001-12-09T12:01:41,5.00
333,279,13186,2001-12-09T12:01:49,7.99
334,281,725,2001-12-09T12:17:01,6.00
335,284,4563,2001-12-09T12:25:13,5.00
336,285,6522,2001-12-08T18:29:19,2.88
337,285,5875,2001-12-09T18:29:19,4.75
338,285,11138,2001-12-10T18:29:19,6.62
339,285,12536,2001-12-11T18:29:19,8.50
340,288,11846,2001-12-08T18:35:40,2.12
341,288,7293,2001-12-09T18:35:40,3.25
342,288,6116,2001-12-10T18:35:40,4.38
343,288,1445,2001-12-11T18:35:40,5.50
344,290,12468,2001-12-08T18:51:58,13.00
345,290,10749,2001-12-09T18:51:58,16.99
346,290,9512,2001-12-10T18:51:58,20.99
347,290,29,2001-12-11T18:51:58,24.99
348,291,9290,2001-12-09T04:31:52,0.28
349,291,120,2001-12-10T14:07:52,0.55
350,293,439,2001-12-08T10:12:24,14.33
351,293,3198,2001-12-09T01:28:46,18.71
352,293,4124,2001-12-09T16:45:08,23.09
353,293,3448,2001-12-10T08:01:30,27.47
354,293,12102,2001-12-10T23:17:52,31.86
355,293,2280,2001-12-11T14:34:13,36.24
356,293,13124,2001-12-12T05:50:35,40.62
357,293,9755,2001-12-12T21:06:57,45.00
358,294,12217,2001-12-09T04:33:34,2.12
359,294,10709,2001-12-10T14:09:34,2.25
360,296,5101,2001-12-09T04:39:28,24.95
361,304,6723,2001-12-09T04:56:05,5.76
362,304,9387,2001-12-10T14:32:05,6.52
363,308,3256,2001-12-09T13:33:24,6.99
364,309,8568,2001-12-10T07:35:44,0.99
365,311,13367,2001-12-09T13:43:18,21.00
366,318,13080,2001-12-09T14:13:25,5.99
367,320,7294,2001-12-08T06:52:45,9.72
368,320,8931,2001-12-08T17:22:45,17.45
369,320,1881,2001-12-09T03:52:45,25.18
370,320,8435,2001-12-09T14:22:45,32.92
371,320,2426,2001-12-10T00:52:45,40.65
372,320,13316,2001-12-10T11:22:45,48.38
373,320,12608,2001-12-10T21:52:45,56.11
374,320,8346,2001-12-11T08:22:45,63.84
375,320,7704,2001-12-11T18:52:45,71.57
376,320,9724,2001-12-12T05:22:45,79.31
377,320,1725,2001-12-12T15:52:45,87.04
378,320,2238,2001-12-13T02:22:45,94.77
379,320,2074,2001-12-13T12:52:45,102.50
380,328,5849,2001-12-10T08:43:51,14.95
381,329,11209,2001-12-09T14:46:13,2.00
382,331,11079,2001-12-10T08:55:33,3.99
383,332,1276,2001-12-09T14:57:09,4.50
384,333,3431,2001-12-08T23:38:07,13.96
385,333,1647,2001-12-10T02:18:07,17.97
386,333,9727,2001-12-11T04:58:07,21.98
387,333,9542,2001-12-12T07:38:07,25.98
388,333,3867,2001-12-13T10:18:07,29.99
389,333,13165,2001-12-14T12:58:07,34.00
390,335,3628,2001-12-09T15:04:46,2.49
391,337,8857,2001-12-09T15:04:14,2.00
392,339,10356,2001-12-09T15:06:07,2.00
393,345,5631,2001-12-09T15:21:29,2.00
394,347,2283,2001-12-10T09:26:01,1.00
395,349,7345,2001-12-09T15:38:09,18.99
396,351,4067,2001-12-08T21:40:04,6.99
397,351,8459,2001-12-09T21:40:04,8.00
398,351,6618,2001-12-10T21:40:04,9.00
399,351,2672,2001-12-11T21:40:04,10.00
400,353,1098,2001-12-09T15:41:48,19.95
401,355,6268,2001-12-09T15:45:20,14.99
402,361,596,2001-12-09T08:46:07,3.12
403,361,2379,2001-12-10T18:22:07,3.25
404,363,2956,2001-12-09T17:52:03,7.99
405,367,4816,2001-12-09T05:00:40,8.67
406,367,10245,2001-12-10T09:00:40,9.33
407,367,9615,2001-12-11T13:00:40,10.00
408,368,7590,2001-12-08T19:41:44,30.42
409,368,1155,2001-12-09T14:21:44,59.83
410,368,5181,2001-12-10T09:01:44,89.25
411,368,6294,2001-12-11T03:41:44,118.67
412,368,2855,2001-12-11T22:21:44,148.08
413,368,853,2001-12-12T17:01:44,177.50
414,371,248,2001-12-09T04:49:47,47.29
415,371,3085,2001-12-10T04:49:47,49.57
416,371,7266,2001-12-11T04:49:47,51.86
417,371,11817,2001-12-12T04:49:47,54.14
418,371,7097,2001-12-13T04:49:47,56.43
419,371,4297,2001-12-14T04:49:47,58.71
420,371,1604,2001-12-15T04:49:47,61.00
421,374,12922,2001-12-09T15:23:24,29.50
422,374,6720,2001-12-11T00:59:24,32.00
423,376,328,2001-12-09T22:10:24,8.17
424,376,4116,2001-12-11T14:10:24,8.33
425,376,10777,2001-12-13T06:10:24,8.50
426,382,11747,2001-12-09T04:00:07,13.20
427,382,10963,2001-12-10T01:00:07,25.40
428,382,2649,2001-12-10T22:00:07,37.61
429,382,12010,2001-12-11T19:00:07,49.81
430,382,9677,2001-12-12T16:00:07,62.01
431,383,13113,2001-12-10T07:29:06,1.12
432,383,9525,2001-12-12T07:29:06,1.25
433,389,4642,2001-12-10T02:08:37,9.99
434,392,12306,2001-12-10T02:33:45,0.99
435,394,2850,2001-12-10T02:40:30,4.95
436,396,8225,2001-12-09T18:19:08,20.74
437,396,5832,2001-12-11T03:55:08,21.50
438,398,8312,2001-12-09T18:31:12,17.74
439,398,2752,2001-12-11T04:07:12,20.50
440,400,5584,2001-12-09T13:07:12,6.00
441,400,7108,2001-12-10T17:07:12,6.25
442,400,4353,2001-12-11T21:07:12,6.50
443,402,11099,2001-12-10T03:16:28,9.99
444,407,3631,2001-12-09T09:34:48,2.75
445,407,6729,2001-12-10T09:34:48,4.50
446,407,8595,2001-12-11T09:34:48,6.25
447,407,3528,2001-12-12T09:34:48,8.00
448,408,8565,2001-12-10T03:37:15,9.99
449,409,11282,2001-12-09T19:18:47,4.45
450,409,5962,2001-12-11T04:54:47,4.70
451,411,5192,2001-12-09T06:54:10,2.24
452,411,11013,2001-12-10T03:54:10,2.49
453,411,13145,2001-12-11T00:54:10,2.75
454,411,5433,2001-12-11T21:54:10,3.00
455,411,3930,2001-12-12T18:54:10,3.25
456,416,7235,2001-12-10T22:16:30,2.99
457,419,4317,2001-12-09T20:33:38,5.14
458,419,11697,2001-12-11T06:09:38,6.27
459,420,7991,2001-12-10T05:04:43,9.99
460,421,5653,2001-12-10T23:04:56,9.99
461,427,12050,2001-12-09T02:51:32,11.99
462,427,3267,2001-12-09T17:51:32,13.99
463,427,10844,2001-12-10T08:51:32,16.00
464,427,6027,2001-12-10T23:51:32,18.00
465,427,7328,2001-12-11T14:51:32,20.00
466,429,339,2001-12-09T21:28:13,10.84
467,429,9955,2001-12-11T07:04:13,11.73
468,432,6842,2001-12-09T09:46:03,1.95
469,432,11011,2001-12-10T07:35:08,3.88
470,432,4994,2001-12-11T05:24:14,5.82
471,432,1632,2001-12-12T03:13:19,7.76
472,432,5744,2001-12-13T01:02:25,9.69
473,432,12861,2001-12-13T22:51:30,11.63
474,432,9316,2001-12-14T20:40:36,13.56
475,432,11264,2001-12-15T18:29:41,15.50
476,433,8659,2001-12-10T06:13:13,2.00
477,434,12870,2001-12-09T22:05:33,15.50
478,434,10663,2001-12-11T07:41:33,16.00
479,436,5933,2001-12-09T22:17:54,22.50
480,437,7116,2001-12-10T06:43:24,0.99
481,438,5718,2001-12-10T06:45:06,4.00
482,441,3514,2001-12-11T00:50:10,4.00
483,445,12201,2001-12-09T22:33:02,25.48
484,445,5417,2001-12-11T08:09:02,26.00
485,447,13012,2001-12-11T01:09:06,19.95
486,452,2826,2001-12-09T23:10:02,1.40
487,452,11219,2001-12-11T08:46:02,1.80
488,454,11305,2001-12-08T21:35:08,14.02
489,454,8861,2001-12-09T05:35:08,18.05
490,454,301,2001-12-09T13:35:08,22.08
491,454,8890,2001-12-09T21:35:08,26.10
492,454,6465,2001-12-10T05:35:08,30.13
493,454,2373,2001-12-10T13:35:08,34.16
494,454,4183,2001-12-10T21:35:08,38.19
495,454,9437,2001-12-11T05:35:08,42.22
496,454,673,2001-12-11T13:35:08,46.25
497,454,1601,2001-12-11T21:35:08,50.27
498,454,6022,2001-12-12T05:35:08,54.30
499,454,6555,2001-12-12T13:35:08,58.33
500,454,9117,2001-12-12T21:35:08,62.36
501,454,8478,2001-12-13T05:35:08,66.39
502,454,11441,2001-12-13T13:35:08,70.42
503,454,8305,2001-12-13T21:35:08,74.44
504,454,4858,2001-12-14T05:35:08,78.47
505,454,7634,2001-12-14T13:35:08,82.50
506,455,13192,2001-12-10T07:37:24,9.00
507,456,4095,2001-12-09T01:42:22,17.35
508,456,6364,2001-12-09T13:42:22,24.72
509,456,8188,2001-12-10T01:42:22,32.08
510,456,13248,2001-12-10T13:42:22,39.45
511,456,828,2001-12-11T01:42:22,46.81
512,456,8798,2001-12-11T13:42:22,54.18
513,456,8569,2001-12-12T01:42:22,61.54
514,456,2432,2001-12-12T13:42:22,68.91
515,456,434,2001-12-13T01:42:22,76.27
516,456,3698,2001-12-13T13:42:22,83.64
517,456,7849,2001-12-14T01:42:22,91.00
518,457,11491,2001-12-10T07:43:58,3.00
519,458,6570,2001-12-08T23:39:05,12.57
520,458,11041,2001-12-09T09:32:01,15.14
521,458,6760,2001-12-09T19:24:58,17.71
522,458,3374,2001-12-10T05:17:54,20.29
523,458,6475,2001-12-10T15:10:51,22.86
524,458,4283,2001-12-11T01:03:47,25.43
525,458,2498,2001-12-11T10:56:44,28.00
526,458,6361,2001-12-11T20:49:40,30.57
527,458,9707,2001-12-12T06:42:37,33.14
528,458,2484,2001-12-12T16:35:33,35.71
529,458,11396,2001-12-13T02:28:30,38.29
530,458,8095,2001-12-13T12:21:26,40.86
531,458,3520,2001-12-13T22:14:23,43.43
532,458,8949,2001-12-14T08:07:19,46.00
533,474,12425,2001-12-10T14:48:53,15.24
534,474,11991,2001-12-12T14:48:53,15.49
535,475,7715,2001-12-09T14:52:13,5.12
536,475,9625,2001-12-10T14:52:13,6.24
537,475,13330,2001-12-11T14:52:13,7.37
538,475,5270,2001-12-12T14:52:13,8.50
539,477,2133,2001-12-11T03:05:20,1.99
540,478,5445,2001-12-10T00:43:32,41.00
541,478,3670,2001-12-11T10:19:32,42.00
542,480,1108,2001-12-09T08:05:39,7.85
543,480,5676,2001-12-10T00:53:39,11.71
544,480,8329,2001-12-10T17:41:39,15.57
545,480,361,2001-12-11T10:29:39,19.42
546,480,12543,2001-12-12T03:17:39,23.28
547,480,8207,2001-12-12T20:05:39,27.14
548,480,4119,2001-12-13T12:53:39,31.00
549,482,13239,2001-12-10T09:25:14,9.95
550,484,5601,2001-12-10T09:26:52,7.99
551,487,5650,2001-12-09T12:35:50,13.19
552,487,6930,2001-12-10T09:35:50,16.39
553,487,12715,2001-12-11T06:35:50,19.59
554,487,1596,2001-12-12T03:35:50,22.79
555,487,12371,2001-12-13T00:35:50,25.99
556,488,2449,2001-12-10T09:43:32,8.50
557,489,2938,2001-12-09T04:40:32,3.87
558,489,148,2001-12-09T17:35:55,7.63
559,489,3127,2001-12-10T06:31:18,11.40
560,489,9635,2001-12-10T19:26:41,15.17
561,489,8073,2001-12-11T08:22:04,18.94
562,489,1673,2001-12-11T21:17:27,22.70
563,489,1183,2001-12-12T10:12:50,26.47
564,489,6214,2001-12-12T23:08:13,30.24
565,489,10394,2001-12-13T12:03:36,34.00
566,489,5476,2001-12-14T00:58:59,37.77
567,491,10959,2001-12-10T09:49:14,1.00
568,493,2842,2001-12-10T09:50:59,2.00
569,494,11118,2001-12-10T01:28:00,18.25
570,494,4007,2001-12-11T11:04:00,18.50
571,495,11975,2001-12-10T01:30:54,10.75
572,495,12954,2001-12-11T11:06:54,11.50
573,496,2512,2001-12-10T10:01:59,3.00
574,498,6015,2001-12-10T10:10:10,5.99
575,499,9061,2001-12-09T20:16:20,6.17
576,499,9919,2001-12-11T00:16:20,7.33
577,499,4676,2001-12-12T04:16:20,8.50
578,501,2510,2001-12-17T13:08:20,9.99
579,502,841,2001-12-17T11:35:29,10.00
580,529,11297,2001-12-17T13:30:38,1.99
581,539,96,2001-12-17T13:35:21,19.99
582,554,12538,2001-12-17T13:41:22,9.99
583,566,1915,2001-12-17T13:53:22,9.99
584,577,9958,2001-12-17T14:00:22,22.00
