3460,1974 BRAVE NEW WORKSHOP,,,USA
10581,200 AVAILABLE IN EBAY STORE RIGHT NOW!!!,,,USA
3079,200 other signed photos PAYAPALL HERE!!,,,USA
3522,2001WorldTradeCenter.com,,,USA
6944,2002 Winter Olympics,,,USA
2636,2205 W. Division Suite A1,,,USA
3528,23558 L_beck,,,Germany
7346,28551,,,USA
4764,29525 Uelzen,,,Germany
7456,3 DAY AUCTION,,,USA
12023,3 Days Only!! Hurry! Perfect Gift!!,,,USA
6501,3 WEEKS TIl CHRISTMAS!!!,,,USA
1276,31402-0534,,,USA
10290,"3249 Concession Road #8, Orono, Ontario",,,Canada
9295,33,,,France
7174,35039 Marburg,,,Germany
8045,35789 Weilm_nster,,,Germany
4308,3700 Hwy 25E,,,USA
4408,3rdfl. Out on the Farm! Central Virginia,,,USA
4576,40 mins from Boston,,,USA
9924,40218,,,USA
10088,44319,,,USA
5685,45145 Essen,,,Germany
6105,45891 Gelsenkirchen,,,Germany
7076,47574,,,Germany
1375,47798 Krefeld,,,Germany
10796,48 States Only Please,,,USA
2865,48155 M_nster,,,Germany
12585,49525 Lengerich,,,Germany
7696,49767 TWIST,,,Germany
11080,5 Star Wholesale &Distributors 440-934-5900,,,USA
4709,50 other signed photos PAYPAL HERE!!!,,,USA
6877,50733 K_ln,,,Germany
7129,59,,,France
6509,6.2 miles from the Orthodontist,,,USA
6489,60 miles East of Portland,,,USA
1719,60091 on the Northshore of Chicago Illinois,,,USA
2351,60388 Frankfurt / Main,,,Germany
5387,66018,,,USA
13200,66440 Blieskastel,,,Germany
7195,67,,,France
1848,69221 Heidelberg,,,Germany
6969,6ix1ne9ine,,,USA
7890,70000,,,France
3672,70839 Gerlingen,,,Germany
5270,72045,,,USA
287,72336 Balingen,,,Germany
527,73153,,,USA
9900,76051,,,USA
6493,76437 Rastatt,,,Germany
4974,77447,,,USA
9113,77840 Texas,,,USA
10371,"810 Granville East, Chapel Hill, NC 27514",,,USA
1820,81541 M_nchen,,,Germany
6760,84,,,France
9916,87108 NM,,,USA
5495,87600 Kaufbeuren,,,Germany
7899,88,,,USA
2484,888-613-8893 USA,,,USA
5258,8kidz4us Tioga Co PA,,,USA
5579,91010,,,USA
5179,931-906-8131,,,USA
2890,94121,,,USA
8543,94315 Straubing,,,Germany
2277,972-599-2545,,,USA
13854,97537 GO DUCKS!!!!!!!,,,USA
7390,A 1 DINER GARDINER MAINE,,,USA
11781,A GREAT GIFT FROM ROXY!,,,USA
1504,A GREAT LOOK - SHE'LL LOVE IT!!!,,,USA
9699,A Good Deal for a Good Deal Less,,,USA
6933,"A H, N.J.",,,USA
6487,A Mom at Home Business,,,USA
10322,A SOLDIER'S MOM &DAD IN KENTUCKY,,,USA
9749,A Victorian in Old Town Napa,,,USA
13660,A WONDERFUL HOLIDAY GIFT !!!,,,USA
9816,A little town in Kansas,,,USA
8787,A loving Home,,,USA
8733,"A&M, TX",,,USA
12389,A1A-BEACHFRONT AVENUE,,,USA
8756,A4A,,,USA
6595,AARONS CLOSET,,,USA
3641,AB,,,Canada
12958,AB.,,,Canada
2680,"ADA, OK.",,,USA
13400,"ADA, OK.",34.735301,-96.669321,USA
10265,ADIRONDACKS,,,USA
468,ADOPT A LOVING PET FROM YOUR LOCAL SHELTER,,,USA
5407,AIR MAIL SHIPPING WORLDWIDE!,,,Brazil
10555,AIRPORTCITY@HOME.COM,,,USA
8711,AK,64.0,150.0,USA
8701,"AKRON, OH",41.128705,-81.53999,USA
8509,"AKRON, OH",,,USA
5807,"AKRON, OHIO",41.128705,-81.53999,USA
10870,"AKRON, Ohio",41.128705,-81.53999,USA
8632,"AKRON, Ohio",,,USA
11506,AL,33.731278,-87.0361,USA
10824,AL,34.139198,-86.92449,USA
8450,AL,,,USA
9628,AL,34.167893,-86.82506,USA
10353,AL BUNDYS WINTER HOME TUCSON,,,USA
7742,ALABAMA,33.317093,-86.66295,USA
9459,ALABAMA,33.593115,-86.4084,USA
8928,ALABAMA,33.158454,-86.621931,USA
10905,ALABAMA,33.559455,-86.92968,USA
8652,ALABAMA,33.963435,-86.5954,USA
6527,ALABAMA,,,USA
7223,ALABAMA,33.64672,-86.931818,USA
8337,ALABAMA,32.894351,-86.56504,USA
14069,ALABAMA,33.35596,-86.2772,USA
11686,ALABAMA,33.805216,-87.00192,USA
10788,ALABAMA - I COMBINE SHIPMENTS!!!,34.196448,-86.895226,USA
4695,ALABAMA-The Heart of Dixie!,32.915182,-87.21488,USA
10716,ALABAMA-The Heart of Dixie!,,,USA
2364,"ALAMO CITY, HOT DEAL",,,USA
7910,ALBANY OREGON USA,44.62205,-123.061329,USA
13632,"ALBANY, NY",42.614852,-73.970812,USA
3870,ALBERTA,,,Canada
12486,"ALBUQUERQUE,NM",35.044339,-106.672872,USA
3419,"ALBUQUERQUE,NM.",,,USA
6086,"ALBUQUERQUE,NM.",35.044339,-106.672872,USA
1980,"ALEXANDRIA, VA.",,,USA
3548,"ALEXANDRIA, VA.",38.815762,-77.09005,USA
380,"ALFRED, MAINE 04002",,,USA
5490,"ALL DIGITAL, 30+ HOURS OF GREAT LAUGHS!",,,USA
8533,ALL ITEMS WE START @ $.99 GO LOOK &NEW BRAND,,,USA
7823,ALLEN TX,33.106582,-96.69402,USA
5646,"ALLENTOWN,PA.",,,USA
7205,"ALLENTOWN,PA.",40.57983,-75.579884,USA
658,"ALLIANCE, NEBRASKA",42.13928,-102.84937,USA
9291,"ALMOND, NY",42.321173,-77.82312,USA
9256,ALMOST EVERYTHING,,,USA
13881,ALOHA LAND,,,USA
9925,ALONG THE ST. CROIX,,,USA
537,ALPHA CONTROL,,,USA
3625,ALS AUCTION EVERETT WA,,,USA
8158,ALS AUCTION EVERETT WA,47.893451,-122.19797,USA
486,"ALTAMONT, IL",39.062913,-88.73912,USA
10509,"ALTAMONT, IL",,,USA
12861,"ALTON, IL",38.906065,-90.15909,USA
11536,"ALTON, IL",,,USA
7783,"ALTOONA, IA",41.644716,-93.46641,USA
10867,"ALTOONA, IA",,,USA
3800,ALWAYS AUTHENTIC AUCTIONS!,,,USA
9154,AMERICA,,,USA
5025,AMERICA LAND OF THE FREE,,,USA
1575,AMERICA THE BEAUTIFUL !,,,USA
3928,AMERICA THE GREATEST COUNTRY IN THE WORLD,,,USA
1862,AMERICA WINTER WONDER LAND,,,USA
10648,AMERICA land of the FREE,,,USA
12052,AMERICAN MADE,,,USA
8824,AMHERST,41.852959,-73.55727,USA
5868,AMHERST,,,USA
11839,AMITYVILLE NY,40.922326,-72.637078,USA
8382,"ANDERSON,IN",40.161733,-85.719659,USA
2511,"ANDERSON,IN",,,USA
11366,"ANDOVER, NJ",40.966308,-74.74298,USA
3831,"ANDOVER, NJ",,,USA
6326,ANDREWS TEXAS,32.345871,-102.56767,USA
687,ANGELO TARLAZZI PARIS,,,Germany
71,ANIME PARADISE,,,USA
4524,ANN ARBOR,42.253502,-83.836571,USA
8334,ANN ARBOR,,,USA
9897,"ANTIQUE REVIVAL Naples, ME",43.959974,-70.60312,USA
1613,ANTIQUES AND UNIQUES OF TEXAS,,,USA
3237,ANY BUY-IT-NOW SHIPS FREE IN THE USA!!!,,,USA
1588,APOPKA - Home of the 2001 National Little League Champs,,,USA
2159,"APPLE SPRINGS, TX",,,USA
4384,"APPLE SPRINGS, TX",31.243006,-94.96448,USA
11757,"APPLETON, WI",44.416326,-88.464873,USA
10621,"APTOS, CA",36.979333,-121.8944,USA
13691,AR,33.118147,-91.26107,USA
2607,AR,33.590601,-91.732829,USA
12937,AR,33.125032,-91.97037,USA
1249,AR,,,USA
9454,AR,33.323463,-91.54633,USA
4184,AR,33.346473,-92.31954,USA
1415,AR,33.384421,-92.14897,USA
72,"ARCADE, NEW YORK",,,USA
11118,"ARCADE, NEW YORK",42.582693,-78.40069,USA
11832,ARCADIA,33.786594,-118.298662,USA
13962,ARCADIA,,,USA
2052,"ARGY'S COLLECTABLES;Winnipeg,Manitoba",,,Canada
4447,ARIANADESIGNS.COM,,,USA
10309,ARIZONA,,,USA
8338,ARIZONA,33.698731,-112.11429,USA
8355,ARIZONA,33.585037,-112.00815,USA
4459,ARIZONA PLEASE SEE MY OTHER AUCTION'S,,,USA
12398,ARIZONA PLEASE SEE MY OTHER AUCTION'S,33.276539,-112.18717,USA
3442,"ARIZONA, PLEASE VIEW MY OTHER AUCTIONS",,,USA
4157,ARK,,,USA
13220,ARKANSA,33.525266,-91.47922,USA
9289,ARKANSA,,,USA
8408,ARKANSAS,33.590601,-91.732829,USA
7446,"ARLINGTON, VA",38.880811,-77.11295,USA
11600,"ARLINGTON,TEXAS",32.771419,-97.291484,USA
12074,AS CLOSE AS YOUR FRONT DOOR,,,USA
7372,"ASHEVILLE, NORTH CAROLINA",35.620335,-82.528558,USA
12777,"ASHLAND,MA",42.257956,-71.45886,USA
4359,AT THE BAY,,,USA
8747,"ATASCADERO, CA.",35.428241,-120.769493,USA
1529,"ATASCADERO, CA.",,,USA
2154,ATHENS,,,Greece
5800,ATHENS GEORGIA,,,USA
14184,ATHENS GEORGIA,33.962364,-83.39828,USA
10791,ATL,33.891251,-84.07456,USA
10556,ATL,,,USA
6205,ATLANTA,33.891251,-84.07456,USA
4715,ATLANTA,,,USA
5321,AUBURN CA.,39.106287,-120.536032,USA
2771,"AUDUBON, IN THE SOUTH OF JERSEY, NEW JERSEY",,,USA
6150,"AUDUBON, IN THE SOUTH OF JERSEY, NEW JERSEY",39.892213,-75.07212,USA
5395,"AUSTIN, TEXAS",30.31536,-97.663293,USA
2167,AUSTRALIA - AUCTION IN US$,,,Australia
14065,AUSTRALIA - HOME OF THE DUFF!!!!!,,,Australia
3497,AUTHENTIC FOR LIFE,,,USA
2698,AUTOGRAPHED4U,,,USA
5950,AVERILL PARK,,,USA
5919,AWESOME AUCTIONS! GREAT GIFTS W/fast shipping,,,USA
369,AWESOME MINI DRESS!!,,,USA
12988,AZ,33.451093,-112.07057,USA
9244,AZ,33.598841,-112.12023,USA
7225,AZ,33.630497,-112.0521,USA
231,AZ,,,USA
6972,AZ,33.559437,-112.09281,USA
165,AZ,33.703967,-112.351835,USA
12054,AZ,33.496091,-112.21405,USA
11944,AZ,33.62414,-112.00416,USA
1653,AZ,33.276539,-112.18717,USA
13390,AZ,33.449995,-112.09024,USA
12893,AZ,33.451143,-112.07838,USA
1950,Aachen,,,Germany
12392,"Aaron, Ky",,,USA
3318,Aberdeen WA. Come as you are!,46.972965,-123.81923,USA
5053,"Aberdeen, MD",39.508177,-76.18066,USA
2919,"Aberdeen, MD",,,USA
9038,"Aberdeen, SD",45.589567,-98.352014,USA
7262,"Aberdeen, WA",46.972965,-123.81923,USA
4701,"Aberdeen, Washington",,,USA
7691,"Aberdeen, Washington",46.972965,-123.81923,USA
11166,"Abilene, TX",32.466474,-99.711665,USA
12063,"Abilene, Texas",32.466474,-99.711665,USA
4774,"Abilene, Texas",,,USA
3637,Above the RIM!!,,,Canada
5047,Abyss Records,,,USA
1630,"Action Video Mantua, NJ",39.471263,-74.502457,USA
4346,"Action Video Mantua, NJ",,,USA
6694,"Acton , Maine",43.548123,-70.93189,USA
9327,"Acworth, GA",34.097998,-84.6183,USA
4204,Adams MA,42.619727,-73.11842,USA
2005,Adcentral,,,USA
6386,"Addison, IL",41.839679,-88.088716,USA
5389,"Addison, IL",,,USA
2175,Adirondacks,,,USA
6204,"Adrian, MI",41.900927,-84.04585,USA
1442,"Adrian, MI",,,USA
12362,"Agawam, MA",42.07061,-72.62029,USA
7289,Aggieland,33.749303,-100.76393,USA
7648,Aggieland,,,USA
7814,"Aggieland,TX",33.749303,-100.76393,USA
8348,"Aggieland,TX",,,USA
2421,"Agoura Hills, CA",33.786594,-118.298662,USA
12828,"Ailsa Craig, Ontario",,,Canada
10234,Akarrir's Closet,,,USA
13723,Akron,41.128705,-81.53999,USA
4884,Akron burbs,,,USA
1561,"Akron, OH",,,USA
1165,"Akron, OH",41.128705,-81.53999,USA
1508,"Akron, Oh",,,USA
13945,"Akron, Oh",41.128705,-81.53999,USA
973,"Akron, Ohio",,,USA
557,"Akron, Ohio",41.128705,-81.53999,USA
13678,"Akron, PA",40.156472,-76.204,USA
12156,Alabama,33.67933,-86.8206,USA
1543,Alabama,,,USA
750,Alabama,33.606379,-86.50249,USA
11876,Alabama,33.611297,-86.81518,USA
9517,Alabama,34.041061,-87.06771,USA
5064,Alabama,33.041166,-86.95117,USA
2033,Alabama,34.29254,-86.63505,USA
8286,Alabama,32.834501,-86.64355,USA
13039,Alabama,32.903432,-85.92669,USA
11043,Alabama,33.462541,-86.95736,USA
13849,Alabama,33.922162,-86.449262,USA
5758,Alabama,33.451714,-87.23957,USA
7026,Alabama,33.107572,-86.74996,USA
12129,Alabama,34.011027,-86.74877,USA
12295,Alabama,33.640865,-86.96885,USA
5747,Alabama,33.592585,-86.95969,USA
4416,Alabama,32.859262,-86.638819,USA
4420,Alabama,33.256886,-86.338572,USA
2036,Alabama,33.405559,-86.95141,USA
6756,Alabama,33.804411,-87.202136,USA
2088,Alabama,33.544622,-86.929208,USA
4421,Alabama,33.952939,-87.02889,USA
13040,Alabama,32.990191,-85.958001,USA
11875,Alabama,33.476908,-86.91684,USA
7024,Alabama,33.635848,-86.918818,USA
9004,Alabama,33.201789,-86.61584,USA
7609,Alabama,32.963486,-87.13867,USA
4417,Alabama,34.111425,-86.5338,USA
9585,Alabama,33.506012,-86.31547,USA
6384,Alabama,33.63815,-86.91956,USA
12157,Alabama,33.089342,-86.04682,USA
10897,Alabama,34.223732,-86.7562,USA
2183,Alabama,33.346817,-86.95252,USA
3609,"Alabama,Home Of Roy Rogers' Biggest fan",,,USA
2471,"Alabaster, AL",,,USA
3213,"Alabaster, AL",0.0,0.0,USA
1948,Alaska,64.0,150.0,USA
3764,Alaska,,,USA
13177,"Alaska, the Greatland",,,USA
7644,Albany,42.614852,-73.970812,USA
11954,"Albany, GA",31.56889,-84.248211,USA
12136,"Albany, KY",36.72024,-85.13539,USA
8196,"Albany, KY",,,USA
1852,"Albany, Louisiana",,,USA
11530,"Albany, Louisiana",30.508318,-90.58546,USA
6897,"Albany, N.Y.",,,USA
13389,"Albany, N.Y.",42.614852,-73.970812,USA
4528,"Albany, NY",42.614852,-73.970812,USA
1355,"Albany, New York",42.614852,-73.970812,USA
14078,"Albany,N.Y.",42.614852,-73.970812,USA
9524,"Albany,NY",,,USA
11240,"Albany,NY",42.614852,-73.970812,USA
2390,Alberta,,,Canada
2848,"Alberta, Canada",,,Canada
4030,Albuq NM,35.044339,-106.672872,USA
9027,Albuq NM,,,USA
8061,Albuquerque,35.044339,-106.672872,USA
12039,Albuquerque NM,35.044339,-106.672872,USA
2555,"Albuquerque, NM",35.044339,-106.672872,USA
12045,"Albuquerque,New Mexico",35.044339,-106.672872,USA
5391,"Albuquerque,New Mexico",,,USA
13364,"Alburtis, Pennsylvania",40.496375,-75.62213,USA
13703,Aledo Texas,32.690922,-97.64013,USA
11662,Aledo Texas,,,USA
13045,"Alexandria , Virginia",38.815762,-77.09005,USA
6302,"Alexandria , Virginia",,,USA
11112,Alexandria VA,38.815762,-77.09005,USA
13616,"Alexandria, Alabama",33.766057,-85.88969,USA
6712,"Alexandria, Indiana",,,USA
1486,"Alexandria, Indiana",40.257082,-85.673,USA
4106,"Alexandria, VA",38.815762,-77.09005,USA
1584,"Alexandria, Virginia",38.815762,-77.09005,USA
5195,"Alexandria,VA",38.815762,-77.09005,USA
3184,"Alexandria,VA",,,USA
4822,"Aliquippa, PA",,,USA
12922,"Aliquippa, PA",40.603966,-80.28776,USA
9700,Aliso Viejo CA,33.640302,-117.769442,USA
7267,"Aliso Viejo, CA",33.640302,-117.769442,USA
5207,"Aliso Viejo, CA",,,USA
12797,Alix's Auction Alley,,,USA
5309,All Kinds Of Stuff,,,USA
1250,All That,,,USA
11931,All Victoria Secret Stock Goes!!!,,,USA
10637,All of my auctions are NEW&UNUSED for you !,,,USA
1729,Allegheny County,,,USA
2410,"Allen Park, Michigan",42.254788,-83.21027,USA
11090,"Allen Park, Michigan",,,USA
12803,"Allen, TX",33.106582,-96.69402,USA
13917,"Allen, TX",,,USA
627,"Allen, Texas",33.106582,-96.69402,USA
810,"Allen, Texas",,,USA
2548,"Allen,Texas",,,USA
6604,"Allen,Texas",33.106582,-96.69402,USA
10326,Allentown,40.57983,-75.579884,USA
335,"Allentown, PA",40.57983,-75.579884,USA
4317,"Allentown, PA.",40.57983,-75.579884,USA
8690,"Allentown, Pa",40.57983,-75.579884,USA
1475,"Allentown, Pa.",40.57983,-75.579884,USA
11930,Alliance,42.13928,-102.84937,USA
7907,"Alliance, Ohio",40.917908,-81.11641,USA
9331,"Alliance, Ohio",,,USA
11862,"Alma, NE",40.142462,-99.35398,USA
5455,"Alma, NE",,,USA
768,Almena Wisconsin,45.418325,-92.02914,USA
13198,Almere,,,Netherlands
8353,Almost Heaven WV,,,USA
6081,Almost Heaven WV,39.41849,-80.80604,USA
6860,"Almost Heaven, WV",39.41849,-80.80604,USA
8042,Along The Pine Mountain Ridge,,,USA
791,Alpharetta,34.062176,-84.240414,USA
479,"Alpharetta, GA",34.062176,-84.240414,USA
11498,"Alpine, AZ",33.836157,-109.19785,USA
13506,"Alpine, AZ",,,USA
10133,Alsace,,,France
4401,Alta Iowa,39.217668,-120.78346,USA
3988,Alta Iowa,,,USA
3765,"Altadena, California",,,USA
11398,"Altadena, California",33.786594,-118.298662,USA
12414,Altamont,39.062913,-88.73912,USA
12270,Altamont,,,USA
13848,Altamonte Springs,28.744752,-81.22328,USA
3511,Altamonte Springs,,,USA
4999,"Altamonte Springs, FL",28.744752,-81.22328,USA
3016,"Altamonte Springs, FL",,,USA
1560,Altenstadt,,,Germany
9118,Alton,38.906065,-90.15909,USA
13926,"Altoona, Iowa",,,USA
13292,"Altoona, Iowa",41.644716,-93.46641,USA
8793,"Altoona, PA",40.50177,-78.410035,USA
213,"Altoona, PA",,,USA
12061,"Altoona, Pa",40.50177,-78.410035,USA
1364,"Alvin, Tx",,,USA
3630,"Alvin, Tx",29.362879,-95.27605,USA
12272,Always A Bargain,,,USA
831,"Amarillo, TX",35.401475,-101.895089,USA
8054,"Amarillo, Texas",35.401475,-101.895089,USA
5719,America,,,USA
1931,America Still the FREE!!!,,,USA
6434,America the Beautiful !,,,USA
13675,America!,,,USA
2552,America's Heartland,,,USA
13288,"American Canyon, CA",,,USA
9976,"American Canyon, CA",38.170372,-122.25605,USA
8159,American Resale!,,,USA
12245,"Ames, IA",42.033235,-93.66741,USA
8261,"Ames, IA",,,USA
12820,"Amesbury, MA",42.854423,-70.93547,USA
2782,"Amesbury, MA",,,USA
4639,"Amesbury, Ma",42.854423,-70.93547,USA
833,Amherst,,,USA
6644,Amherst,41.852959,-73.55727,USA
5785,"Amherst, MA",42.384494,-72.513183,USA
5422,"Amherst, MA",,,USA
13776,"Amherst, NY",41.852959,-73.55727,USA
5470,"Amherst, NY",,,USA
6599,"Amherst, New York",,,USA
6339,"Amherst, New York",41.852959,-73.55727,USA
690,Amish Country PA,,,USA
13393,Amish country Indiana,,,USA
7287,"Amity, OR",,,USA
6833,"Amity, OR",45.100504,-123.22834,USA
1775,Amos The Cat's Texas Ranch,,,USA
961,Amsterdam,,,Netherlands
7090,Anaconda,,,USA
1600,"Anacortes, Wa.",48.495234,-122.61976,USA
5333,"Anacortes, Wa.",,,USA
5474,"Anaheim, CA",,,USA
1669,"Anaheim, CA",33.640302,-117.769442,USA
13051,"Anaheim, CA 92676",,,USA
12830,"Anaheim, Ca",33.640302,-117.769442,USA
12542,"Anaheim, Ca",,,USA
12663,"Anaheim,Ca",33.640302,-117.769442,USA
6886,"Anaheim,Ca",,,USA
2383,"Anahiem,Ca.",33.640302,-117.769442,USA
1564,"Anchorage, AK",61.402544,-150.57485,USA
6801,"Anchorage, AK",,,USA
7504,"Anchorage, ALASKA",,,USA
11333,"Anchorage, ALASKA",34.057496,-86.32225,USA
7933,"Anchorage, Alaska",,,USA
13015,"Anchorage, Alaska",34.057496,-86.32225,USA
9259,"Andale, Kansas",37.779021,-97.62602,USA
8742,"Anderson, CA",40.45453,-122.31101,USA
8505,"Anderson, CA",,,USA
2988,"Anderson, IN",40.161733,-85.719659,USA
7040,"Anderson, IN",,,USA
10072,"Anderson, Indiana",,,USA
12743,"Anderson, Indiana",40.161733,-85.719659,USA
3502,"Anderson, SC",,,USA
2173,"Anderson, SC",34.464572,-82.74032,USA
7993,"Anderson,IN",40.161733,-85.719659,USA
14157,"Andover, NJ",40.966308,-74.74298,USA
10762,"Andover, NY",42.157534,-77.79265,USA
3904,"Andover, NY",,,USA
4024,Andromeda,,,USA
13028,"Ankeny, Iowa",41.725288,-93.60475,USA
916,Ann Arbor,42.253502,-83.836571,USA
1505,Ann Arbor,,,USA
10140,"Ann Arbor, MI",,,USA
10273,"Ann Arbor, MI",42.253502,-83.836571,USA
11204,"Ann Arbor, Michigan",42.253502,-83.836571,USA
4942,"Annapolis, MD",,,USA
10889,"Annapolis, MD",38.974203,-76.594942,USA
8130,Ansonia Ohio,40.215278,-84.6477,USA
14121,Antelope Country Arizona,31.718671,-111.09908,USA
9420,Antelope Country Arizona,,,USA
576,"Antelope, CA",,,USA
11315,"Antelope, CA",38.716874,-121.3698,USA
1927,Antwerp,,,Belgium
7083,Anywhere,,,USA
11756,"Apache Jct., Az",32.983653,-111.326045,USA
1452,"Apache Jct., Az",,,USA
11726,"Apache Junction, AZ",32.983653,-111.326045,USA
1464,"Apache Junction, AZ 85220",,,USA
12214,"Apex, NC",35.681429,-78.782556,USA
3023,Apple Valley CA,34.447959,-117.19222,USA
9875,Apple Valley CA,,,USA
5725,"Apple Valley, CA",,,USA
4617,"Apple Valley, CA",34.447959,-117.19222,USA
4567,"Apple Valley, CA.",34.447959,-117.19222,USA
1490,"Apple Valley, CA.",,,USA
1301,"Appleton, WI",44.416326,-88.464873,USA
10670,"Appling, GA",33.620669,-82.30514,USA
12557,"Appling, GA",,,USA
5285,Apt 213,,,USA
13989,"Aptos, CA",36.979333,-121.8944,USA
9745,"Arab, AL",34.323715,-86.49278,USA
9542,"Arcadia, CA",33.786594,-118.298662,USA
3758,"Arcadia, CA.",33.786594,-118.298662,USA
8328,Arcata,,,USA
1409,Arden,,,USA
200,Area 51,,,USA
7387,Arizona,33.638271,-112.09341,USA
13005,Arizona,33.276539,-112.18717,USA
4659,Arizona,33.511992,-112.1417,USA
1982,Arizona,33.511325,-112.05711,USA
12133,Arizona,33.437772,-112.0281,USA
5060,Arizona,33.563663,-112.05519,USA
7766,Arizona,33.422621,-111.723635,USA
12150,Arizona,33.472492,-112.1875,USA
3371,Arizona,33.503742,-112.03235,USA
13146,Arizona,33.466392,-112.04875,USA
10328,Arizona,33.493496,-112.17108,USA
1911,Arizona,33.505251,-112.0703,USA
1912,Arizona,33.50711,-112.08483,USA
3374,Arizona,33.514092,-112.12285,USA
817,Arizona,,,USA
3362,Arizona,33.50689,-112.10262,USA
7747,Arkansas,33.62086,-91.76272,USA
13820,Arkansas,33.375479,-91.86188,USA
1939,Arkansas,,,USA
6794,Arkansas,33.628723,-91.38236,USA
5156,Arkansas,33.914079,-92.33251,USA
5749,Arkansas,34.261359,-92.09592,USA
13534,Arkansas,33.900515,-91.50041,USA
13943,Arkansas,34.004537,-91.5784,USA
9853,Arkansas,34.277534,-91.832539,USA
10598,Arkansas,33.736301,-92.18447,USA
10406,Arkansas,34.154012,-91.80062,USA
5775,Arkansas,34.189398,-92.04495,USA
9850,Arkansas,34.261465,-91.955115,USA
9932,Arkansas,33.580919,-92.26477,USA
9909,Arkansas,33.608935,-91.20577,USA
10729,Arkansas,33.133126,-91.53103,USA
6484,Arkansas,33.351501,-91.27133,USA
13965,Arkansas,34.110042,-91.70488,USA
7889,Arkansas,33.592575,-91.81237,USA
1672,Arkansas,33.283901,-91.25206,USA
9908,Arkansas,34.157876,-92.071284,USA
1075,Arkansas 71956,,,USA
2598,Arkansas City,,,USA
14192,Arkansas City,37.067387,-97.02831,USA
13471,"Arkansas City, KS",37.067387,-97.02831,USA
14009,Arkansas.. the beautiful Ozarks,33.224814,-91.79176,USA
13077,Arkansas.. the beautiful Ozarks,,,USA
9820,Arlington,,,USA
996,Arlington,32.771419,-97.291484,USA
6859,"Arlington Heights, IL",41.811929,-87.68732,USA
